,beds,baths,size,zip_code,price
1598,1,1.0,773,583113,425000
1599,3,2.5,3100,583111,2610000
1600,4,3.5,2400,583115,1750000
1601,3,2.5,2920,583116,985000
1602,2,1.0,876,583116,550000
1603,5,3.0,3450,583117,1981000
1604,3,2.5,1330,583113,819999
1605,4,3.5,2440,583117,1185000
1606,3,3.5,1580,583116,950000
1607,3,2.0,2299,583117,1435000
1608,1,1.0,594,583103,360000
1609,1,1.0,475,583113,385000
1610,5,3.0,2360,583117,1240000
1611,4,3.0,1780,583138,1184000
1612,3,2.0,2250,583102,2080000
1613,2,2.0,1073,583103,429900
1614,5,3.0,1900,583115,895000
1615,5,2.5,3090,583102,1600000
1616,5,6.5,6240,583113,3122000
1617,1,1.0,573,583103,310000
1618,2,1.0,770,583117,640000
1619,1,1.0,820,583115,590000
1620,3,2.0,1622,583111,692950
1621,2,1.0,1210,583111,725000
1622,3,1.5,1240,583102,850000
1623,3,3.0,2080,583103,762000
1624,2,2.0,875,583113,625000
1625,1,1.0,597,583102,360000
1626,2,2.0,1370,583138,280000
1627,4,2.0,2425,583117,1295000
1628,4,2.5,1760,583102,925000
1629,2,2.5,994,583102,670000
1630,1,1.0,515,583103,387000
1631,3,3.5,1660,583113,765000
1632,4,2.0,1730,583115,875000
1633,5,3.0,1790,583116,964000
1634,1,1.0,715,583113,500000
1635,2,2.0,1470,583102,718000
1636,3,2.0,2440,583117,1000000
1637,4,2.0,2880,583115,1485000
1638,3,2.0,1678,583117,1160000
1639,3,2.0,1400,583116,780000
1640,6,4.5,5200,583113,3050000
1641,1,1.0,806,583113,525000
1642,4,3.0,2311,583138,1211000
1643,3,1.5,1060,583102,535000
1644,2,1.0,1150,583115,575000
1645,5,3.0,2580,583102,1500000
1646,4,3.5,3240,583103,2675000
1647,5,3.5,3710,583104,2525000
1648,4,3.5,1632,583102,825000
1649,6,7.0,4641,583103,1850000
1650,3,3.5,1846,583115,1170000
1651,2,2.0,1353,583138,770000
1652,3,2.0,1240,583117,705000
1653,2,1.0,1760,583103,550000
1654,2,3.0,1290,583113,845000
1655,1,1.5,1285,583102,1250000
1656,4,2.5,3707,583103,2100000
1657,3,2.0,1120,583103,600000
1658,6,5.0,3300,583116,3598950
1659,3,2.0,2160,583115,825000
1660,2,1.0,1440,583115,488000
1661,5,2.0,2567,583138,1550000
1662,3,2.0,1960,583138,865000
1663,3,3.5,1657,583115,847198
1664,5,3.0,2610,583115,1795000
1665,2,2.0,1213,583102,800000
1666,1,1.0,777,583212,244950
1667,3,3.5,1590,583222,899000
1668,2,2.0,1893,583224,727000
1669,3,1.5,1570,583212,975000
1670,4,3.0,2440,583220,1850000
1671,4,4.0,3463,583220,2050000
1672,2,4.5,1840,583224,1049000
1673,2,2.0,1554,583212,660000
1674,1,1.0,567,583212,451000
1675,1,1.0,665,583212,479425
1676,2,1.0,950,583214,337000
1677,2,2.0,1371,583224,1295000
1678,3,2.0,2040,583212,695000
1679,4,2.5,2780,583224,1530000
1680,5,3.5,3410,583224,1725000
1681,2,1.5,2280,583212,650000
1682,3,2.0,2100,583212,510000
1683,2,2.0,1101,583224,780000
1684,4,3.5,1964,583214,1180000
1685,3,1.5,1030,583214,739000
1686,2,2.0,1042,583214,630000
1687,3,3.5,1740,583214,1020000
1688,1,2.0,1302,583212,740000
1689,2,2.0,905,583224,670000
1690,1,1.0,460,583212,1250000
1691,3,2.0,1540,583212,900000
1692,1,1.0,656,583224,470000
1693,5,2.0,2800,583212,1200000
1694,3,3.5,2480,583212,1500000
1695,5,3.0,2170,583224,740000
1696,5,4.0,2447,583212,1500000
1697,3,2.0,2164,583212,800000
1698,2,1.0,740,583212,553500
1699,3,2.5,2080,583211,1200000
1700,2,1.0,1800,583201,25000000
1701,2,2.0,1180,583132,527000
1702,3,2.0,2020,583132,1625000
1703,3,3.5,1150,583223,625000
1704,3,2.0,1220,583129,824900
1705,2,1.0,810,583211,435000
1706,1,1.0,696,583222,400000
1707,3,3.5,2030,583222,1200000
1708,5,3.5,3930,583129,1800000
1709,5,2.0,2920,583129,1359000
1710,4,2.0,1460,583223,787500
1711,4,1.5,2770,583222,850000
1712,2,2.0,1523,583223,1425000
1713,3,3.5,1690,583222,965000
1714,3,1.0,1170,583222,825000
1715,4,2.0,2370,583129,1125000
1716,1,1.0,712,583215,620000
1717,2,1.0,976,583239,475000
1718,2,2.0,1042,583201,610000
1719,2,2.0,1040,583201,685000
1720,1,1.0,722,583201,452100
1721,2,2.0,1367,583203,1350000
1722,1,1.0,733,583201,490000
1723,2,1.0,970,583201,480000
1724,3,2.0,1711,583132,675500
1725,2,1.0,860,583276,675000
1726,1,1.0,712,583239,385000
1727,1,1.0,704,583223,569000
1728,3,2.5,1790,583221,590000
1729,3,2.0,2140,583132,918000
1730,4,3.0,2040,583132,940000
1731,3,2.0,1894,583132,697000
1732,4,2.5,2750,583132,1680000
1733,4,3.5,2900,583223,1600000
1734,2,1.0,670,583239,490000
1735,4,2.5,2190,583239,1075000
1736,4,1.5,1810,583222,764000
1737,3,3.0,1440,583129,1050000
1738,3,2.0,2170,583132,560000
1739,2,2.0,993,583211,709600
1740,3,3.5,1450,583222,835000
1741,4,3.5,2336,583223,975000
1742,4,3.0,2320,583132,1472500
1743,3,2.0,1470,583132,600000
1744,1,1.0,672,583129,485000
1745,3,1.5,990,583129,775000
1746,4,3.0,2110,583225,1180000
1747,3,1.0,1670,583222,731000
1748,3,2.0,2060,583221,756110
1749,3,1.0,1920,583222,456000
1750,3,2.5,2910,583222,1975000
1751,2,1.5,912,583220,819980
1752,1,1.0,645,583220,305000
1753,2,2.5,1160,583216,850000
1754,3,1.0,2280,583217,1005000
1755,3,2.5,1515,583217,905000
1756,3,2.5,2600,583219,875000
1757,3,2.0,1000,583219,710000
1758,2,1.0,672,583216,373000
1759,2,2.0,1320,583214,860000
1760,3,2.0,2190,583217,840000
1761,1,2.0,1517,583216,1350000
1762,4,2.0,2160,583216,1400000
1763,4,1.0,2290,583216,905000
1764,3,1.0,1920,583214,725000
1765,3,3.0,1540,583219,800000
1766,2,2.0,983,583217,542500
1767,2,1.5,1670,583219,1025000
1768,2,2.0,880,583219,614500
1769,2,2.0,1526,583217,825000
1770,1,1.0,569,583214,435000
1771,4,3.0,2700,583216,1100000
1772,2,2.5,2282,583216,475000
1773,7,3.5,4530,583220,2950000
1774,1,1.0,698,583217,399999
1775,3,2.0,1590,583216,880000
1776,2,1.0,770,583216,460000
1777,3,2.0,2840,583220,1400000
1778,6,3.0,2350,583216,850000
1779,1,1.0,630,583220,335000
1780,1,1.0,482,583219,220000
1781,4,3.5,4350,583220,2000000
1782,1,3.0,1730,583217,750000
1783,1,1.0,761,583219,400000
1784,3,2.0,1684,583219,870000
1785,3,2.5,2040,583219,1200000
1786,2,2.0,1057,583219,599900
1787,3,2.0,2256,583214,1370000
1788,4,2.0,1900,583216,670000
1789,2,1.0,760,583219,775000
1790,2,1.0,780,583219,395000
1791,4,3.0,3020,583219,1499000
1792,1,2.5,2220,583219,1200000
1793,2,2.0,877,583219,415000
1794,4,2.0,1530,583135,645000
1795,2,1.0,850,583218,580000
1796,3,2.5,1860,583135,1050000
1797,2,2.0,980,583135,849950
1798,3,2.0,1470,583134,933500
1799,2,1.0,980,583130,598000
1800,2,2.0,1003,583135,875000
1801,3,1.0,996,583126,560000
1802,1,1.0,980,583130,485000
1803,4,1.5,2380,583218,937000
1804,2,2.0,2470,583130,1525000
1805,4,4.0,2120,583134,900000
1806,2,2.5,840,583126,720000
1807,4,5.0,1910,583126,800000
1808,2,1.0,1380,583135,640000
1809,4,5.0,2390,583134,1500000
1810,4,3.0,2840,583130,1399990
1811,2,1.0,875,583134,355000
1812,3,2.5,1813,583135,1275000
1813,3,3.5,2996,583130,2050000
1814,5,3.5,5020,583126,1550000
1815,3,2.0,1498,583134,935000
1816,2,1.0,711,583135,485000
1817,4,3.0,2740,583126,1220000
1818,3,2.0,1328,583136,920000
1819,2,2.0,1332,583134,845000
1820,3,2.0,2020,583135,840000
1821,1,1.0,916,583218,652500
1822,2,2.0,1546,583218,669000
1823,4,3.0,2970,583218,720000
1824,3,3.5,1615,583218,796000
1825,2,2.0,1170,583130,625000
1826,3,2.0,1350,583126,722500
1827,2,2.0,1143,583134,689900
1828,3,2.5,1220,583218,900000
1829,4,1.5,2100,583134,875000
1830,4,1.5,3200,583126,1290000
1831,1,2.0,1137,583134,930000
1832,3,2.0,2930,583134,775000
1833,2,1.0,808,583130,422500
1834,4,4.0,2550,583126,1550000
1835,2,2.0,789,583135,475000
1836,3,3.0,2546,583136,1810000
1837,2,1.0,680,583218,565000
1838,2,1.5,1000,583218,640000
1839,3,2.0,1676,583218,840000
1840,2,1.0,985,583134,790000
1841,1,1.0,750,583134,725000
1842,1,1.0,843,583134,370000
1843,4,2.0,3220,583135,2000000
1844,2,2.0,2340,583135,1398000
1845,1,1.0,543,583126,390000
1846,5,3.0,4040,583135,1650000
1847,2,1.0,990,583218,455000
1848,4,4.0,2850,583126,1755000
1849,4,2.5,1620,583130,849950
1850,1,1.0,514,583126,345000
1851,2,1.0,1240,583136,656500
1852,3,2.5,1620,583126,935000
1853,3,3.0,1608,583135,625000
1854,4,1.0,1530,583136,740000
1855,4,2.0,2270,583136,1335000
1856,1,1.0,908,583136,475000
1857,2,1.0,1180,583218,677000
1858,1,1.0,672,583130,464000
1859,3,1.5,998,583134,610000
1860,4,2.0,2220,583135,740000
1861,1,1.0,700,583126,405000
1862,7,6.0,7636,583130,2225000
1863,4,5.5,3530,583126,1550000
1864,3,2.0,1620,583130,675000
1865,4,3.0,1620,583218,950000
1866,2,2.0,1138,583134,515000
1867,1,1.0,669,583130,385000
1868,4,3.5,2600,583136,1060000
1869,3,2.0,1960,583135,900000
1870,2,2.0,950,583128,395000
1871,2,2.0,1410,583124,880000
1872,2,1.5,1022,583119,729000
1873,4,2.0,2840,583128,1175000
1874,1,1.0,712,583128,500000
1875,5,2.0,1920,583128,739000
1876,3,3.5,3880,583118,2500000
1877,3,2.0,1010,583112,650000
1878,6,4.0,3300,583119,1237500
1879,3,1.0,1070,583112,580000
1880,3,1.0,1270,583124,1050000
1881,3,2.0,1413,583128,1099970
1882,3,2.5,1820,583128,1030000
1883,2,2.0,1415,583119,469000
1884,3,3.0,2212,583123,1470000
1885,3,3.5,3290,583119,1400000
1886,2,2.0,1391,583128,672500
1887,2,2.0,1372,583112,649950
1888,2,1.5,960,583123,515000
1889,3,2.5,1890,583119,699000
1890,4,3.0,2230,583129,1150000
1891,1,1.5,952,583124,750000
1892,2,1.0,925,583129,535000
1893,4,2.0,1820,583119,760000
1894,8,4.5,3600,583119,1500000
1895,2,2.5,1305,583128,770000
1896,3,2.0,1840,583128,959630
1897,1,1.0,782,583112,519990
1898,2,2.5,1040,583119,705000
1899,2,2.0,1050,583112,480000
1900,2,2.0,1019,583123,813000
1901,4,2.5,3198,583119,1712000
1902,1,1.0,557,583123,222000
1903,2,2.5,950,583128,675000
1904,3,1.0,1050,583123,835000
1905,1,1.0,533,583275,300000
1906,3,1.0,860,583112,425000
1907,4,3.0,1890,583124,699000
1908,2,2.5,1138,583114,515000
1909,4,2.0,1830,583121,535000
1910,2,1.0,1980,583122,699950
1911,3,5.5,1730,583121,850000
1912,3,3.0,2462,583122,915000
1913,3,3.5,1300,583121,583000
1914,4,2.0,1550,583114,1325000
1915,3,3.5,1679,583114,689000
1916,3,1.0,1220,583114,680000
1917,3,1.5,1540,583120,535000
1918,3,2.0,1520,583120,916500
1919,3,1.0,1320,583120,529000
1920,2,1.0,1290,583121,640000
1921,3,2.5,1870,583114,890000
1922,3,3.5,1762,583120,1000000
1923,3,1.0,1240,583122,531000
1924,3,1.5,1307,583120,650000
1925,2,2.0,1167,583122,650000
1926,2,1.5,1070,583114,849950
1927,2,1.0,1820,583120,1037300
1928,3,2.0,1790,583122,900000
1929,5,3.5,3700,583122,2050000
1930,4,3.5,3340,583114,2100000
1931,4,2.5,2250,583121,924900
1932,3,2.0,1799,583121,940000
1933,1,1.0,584,583120,411000
1934,5,2.5,4639,583121,3350000
1935,3,1.0,1810,583120,512000
1936,1,1.0,907,583114,585000
1937,3,2.0,2120,583121,1345000
1938,1,1.0,616,583121,399900
1939,6,6.0,1780,583120,733500
1940,4,2.0,2630,583120,1350000
1941,5,3.0,3060,583114,950000
1942,3,2.0,2700,583122,734000
1943,5,4.0,2030,583121,670000
1944,3,2.5,1620,583114,770000
1945,5,4.5,5704,583122,4000000
1946,2,1.0,700,583121,800000
1947,2,3.0,1260,583114,770000
1948,4,2.0,1770,583120,1425000
1949,4,2.5,1812,583120,825000
1950,1,1.0,648,583120,395000
1951,2,2.0,840,583121,725000
1952,3,2.0,2100,583121,845000
1953,5,3.0,2550,583121,1450000
1954,1,1.0,774,583114,265000
1955,2,2.5,1736,583122,970000
1956,3,2.5,2198,583122,1675000
1957,2,1.0,770,583120,620000
1958,2,2.0,1150,583114,725000
1959,3,2.0,2330,585326,1098000
1960,5,4.5,4693,585417,2650000
1961,3,3.0,1790,585326,755000
1962,4,3.5,2960,585326,1700000
1963,1,1.0,591,585436,434000
1964,2,2.0,1391,585326,860000
1965,3,2.0,1160,585436,566000
1966,1,1.0,720,585443,365000
1967,1,1.0,701,585436,325000
1968,4,2.0,2570,585326,1495000
1969,3,2.0,1611,585417,915000
1970,4,2.5,2474,585443,1725000
1971,3,2.0,1300,585421,778000
1972,2,2.5,840,585326,620000
1973,2,2.0,1100,585443,749000
1974,3,2.5,2730,585326,1199000
1975,2,2.0,1004,585421,325000
1976,3,3.0,1650,585417,950000
1977,3,3.0,1650,585417,974999
1978,4,1.0,1850,585326,600000
1979,5,3.5,4050,585436,2895000
1980,1,1.0,865,585326,712500
1981,2,2.0,1252,585436,1349000
1982,3,3.0,1790,585326,1325000
1983,5,3.0,2020,585417,899000
1984,3,1.5,1280,585417,750000
1985,4,2.0,1630,585421,942000
1986,3,3.5,1460,585421,740000
1987,3,2.0,1210,585417,875000
1988,4,2.0,2080,585417,1098000
1989,4,2.0,3542,585443,1150000
1990,3,1.5,2200,585421,860000
1991,1,1.0,603,585417,400000
1992,2,2.0,1456,585326,575000
1993,2,2.5,1169,585326,615000
1994,2,1.0,1770,585443,926000
1995,4,2.0,1641,585417,538800
1996,1,1.0,600,585421,310000
1997,2,1.5,860,585421,734950
1998,4,3.5,4990,585421,4815000
1999,3,2.0,1749,585417,699950
2000,3,4.0,1580,585436,825000
2001,3,2.5,2340,585421,1900000
2002,6,3.0,2440,585443,925000
2003,1,1.0,705,585326,490000
2004,2,2.0,1227,585417,715000
2005,5,4.0,2734,585326,1300000
2006,2,2.0,839,585326,385000
2007,3,1.0,1120,585326,708000
2008,3,2.0,1482,585417,919000
2009,3,3.5,1680,585421,675000
2010,2,2.0,1400,585417,699950
2011,3,2.0,1370,585326,910000
2012,1,1.0,889,585421,550000
2013,4,2.0,2140,585417,1150000
2014,2,2.0,795,585326,590000
2015,3,2.0,1710,585421,659000
