beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
4,2,2100,sqft,3600,sqft,591238,1225000
3,2,1705,sqft,7680,sqft,591244,910000
4,4.5,3610,sqft,4500,sqft,591287,2800000
3,3.5,1800,sqft,1563,sqft,591214,1050000
3,1,2130,sqft,3710,sqft,591237,850000
2,2,1367,sqft,1.98,acre,591237,1350000
3,2.5,1730,sqft,2757,sqft,591237,800000
4,3.5,4194,sqft,5400,sqft,591237,3500000
9,9,3780,sqft,5020,sqft,591211,1210000
2,2,1778,sqft,,,591211,1900000
3,3,1410,sqft,826,sqft,591237,865000
2,2,1088,sqft,,,591238,475000
4,1,1340,sqft,3825,sqft,591237,875000
5,1,2380,sqft,4240,sqft,591239,539000
3,4.5,2140,sqft,3314,sqft,591228,1835000
3,2,2080,sqft,5650,sqft,591241,738000
2,1,1410,sqft,6180,sqft,591214,799000
1,1,571,sqft,0.58,acre,591237,331000
4,2.5,2340,sqft,9670,sqft,591214,870000
5,4.5,5210,sqft,6772,sqft,591214,3320000
1,1,733,sqft,,,591237,545000
2,1.5,1060,sqft,5137,sqft,591213,530000
2,2.5,996,sqft,2450,sqft,591211,799000
4,2,1850,sqft,3570,sqft,591229,1200000
1,1,690,sqft,4000,sqft,591237,560000
4,2,2260,sqft,3750,sqft,591222,1330000
4,3.5,3190,sqft,4305,sqft,591226,2130000
3,2.5,1846,sqft,0.24,acre,591222,1060000
3,2,1700,sqft,3220,sqft,591238,999999
4,2,2240,sqft,6240,sqft,591213,795000
4,2,1660,sqft,2280,sqft,591244,1127500
2,3,1780,sqft,2240,sqft,591241,720000
4,3.5,2270,sqft,2500,sqft,591101,710000
1,1,603,sqft,,,591101,432000
3,3.5,2024,sqft,1694,sqft,591306,1200000
2,2.5,1103,sqft,5500,sqft,591306,780000
3,1,1460,sqft,5856,sqft,591227,880000
6,7,4260,sqft,3600,sqft,591306,2300000
3,2.5,1660,sqft,2700,sqft,591307,816750
3,1.5,1350,sqft,1193,sqft,591344,750000
4,3,2949,sqft,5580,sqft,591233,1610000
3,2.5,1718,sqft,1268,sqft,591227,900000
2,1,1370,sqft,6084,sqft,591233,1000000
4,2.5,1822,sqft,1500,sqft,591312,1033000
2,1,800,sqft,560,sqft,591227,690000
1,1,718,sqft,,,591218,459000
2,2,909,sqft,,,591306,420000
2,1,903,sqft,4.06,acre,591307,312500
2,2,1297,sqft,,,591306,880000
3,2,2140,sqft,9290,sqft,591307,925000
4,5,2970,sqft,7961,sqft,591307,1450000
2,2,900,sqft,8000,sqft,591308,590000
2,2,2600,sqft,3600,sqft,591307,750000
2,1,1180,sqft,4386,sqft,591307,419000
1,1,564,sqft,100,acre,591307,602000
4,2,1700,sqft,8001,sqft,591227,891000
3,3,1524,sqft,513,sqft,591306,875000
3,3,1410,sqft,1316,sqft,591306,1200000
1,1,831,sqft,0.7,acre,591312,480000
5,3,3060,sqft,7006,sqft,591307,889000
2,2,1213,sqft,,,591312,422000
4,2,2352,sqft,4000,sqft,591227,1295000
1,1,534,sqft,,,591227,223000
2,1,724,sqft,,,591224,530000
4,3.5,2304,sqft,4503,sqft,591344,1550000
3,1,1450,sqft,7200,sqft,591227,1125000
2,1,980,sqft,0.32,acre,591224,475000
2,1.5,1550,sqft,7154,sqft,591312,1550000
1,1,704,sqft,500,sqft,591227,645000
1,1.5,1425,sqft,2.23,acre,591233,2200000
1,1,794,sqft,,,591344,516000
5,3.5,4060,sqft,3400,sqft,591312,2888000
2,2,979,sqft,0.32,acre,591233,470000
4,2,1830,sqft,6000,sqft,591344,950000
2,1,1260,sqft,7440,sqft,591344,626000
2,1,1027,sqft,1.83,acre,591231,300000
5,2,3210,sqft,7578,sqft,591306,688000
2,1,968,sqft,,,591136,399950
3,2,1049,sqft,,,591122,900000
2,1.5,1054,sqft,,,591307,709000
2,2,1586,sqft,,,591101,1460000
4,2,1760,sqft,4700,sqft,591344,999950
2,1,860,sqft,4000,sqft,591233,480000
4,2.5,1560,sqft,2400,sqft,591101,1110000
4,3,3110,sqft,5715,sqft,591233,1500000
3,2,1440,sqft,6120,sqft,591227,935000
3,2,1500,sqft,5750,sqft,591231,770000
3,1.5,2160,sqft,5080,sqft,591307,915000
4,5.5,3100,sqft,9450,sqft,591312,1375000
1,1,522,sqft,5000,sqft,591231,325000
3,2,1560,sqft,1170,sqft,591307,920000
3,3,3400,sqft,8000,sqft,591312,1150000
2,2,1761,sqft,9.2,acre,591312,665000
2,1.5,1076,sqft,1060,sqft,591224,549000
2,2,1217,sqft,1331,sqft,591307,787950
3,3.5,1450,sqft,1467,sqft,591231,670000
2,1,1000,sqft,4400,sqft,591306,750000
2,2.5,1124,sqft,1354,sqft,591312,799950
4,3.5,3070,sqft,5016,sqft,591224,1900000
1,1,480,sqft,560,sqft,591224,275000
3,2,1860,sqft,3400,sqft,591344,1165000
2,1,740,sqft,6300,sqft,591306,500000
3,2,1440,sqft,9065,sqft,591312,830000
1,1,758,sqft,,,591231,469000
3,1,1340,sqft,6223,sqft,591101,765000
3,3,1700,sqft,6882,sqft,591227,1275000
4,3.5,2950,sqft,5000,sqft,591233,1800000
1,1,616,sqft,,,591307,374000
3,2.5,4240,sqft,9487,sqft,591227,2725000
4,3.5,3495,sqft,4080,sqft,591224,2000000
3,3,2560,sqft,2500,sqft,591122,1300000
3,3,2040,sqft,4000,sqft,591227,1000000
3,1,890,sqft,5200,sqft,591307,575000
3,1.5,1730,sqft,5000,sqft,591136,870000
1,1,816,sqft,,,591136,560000
4,2,2400,sqft,8160,sqft,591306,900000
3,2.5,1270,sqft,924,sqft,591225,675000
4,3,1830,sqft,4000,sqft,591236,1352000
3,2.5,2470,sqft,4452,sqft,591236,800000
4,4,2300,sqft,5700,sqft,591313,1210000
4,2.5,1600,sqft,2336,sqft,591309,699000
1,1,510,sqft,,,591309,308000
2,2,1387,sqft,,,591225,649000
3,2.5,2230,sqft,7944,sqft,591221,555000
1,1,956,sqft,5480,sqft,591122,870000
3,3,1872,sqft,2475,sqft,591309,1050000
4,5,2030,sqft,5124,sqft,591305,700000
4,2,1980,sqft,2242,sqft,591309,785000
3,3,1180,sqft,1003,sqft,591309,729000
4,2.5,2630,sqft,4500,sqft,591243,1340000
4,2,2010,sqft,4275,sqft,591305,1100000
4,3.5,3487,sqft,9500,sqft,591236,2010000
4,2,2570,sqft,3440,sqft,591313,850000
2,2,1440,sqft,8100,sqft,591254,390000
2,2,1131,sqft,0.43,acre,591107,470000
2,1,1440,sqft,7531,sqft,591243,675000
3,3.5,2010,sqft,2208,sqft,591313,1111111
2,3,1073,sqft,2.71,acre,591243,429900
4,3.5,3300,sqft,6840,sqft,591313,1575000
4,2,3040,sqft,5272,sqft,591107,1665500
4,2.5,2500,sqft,8760,sqft,591221,577000
4,1,1810,sqft,5073,sqft,591107,655500
2,2,1878,sqft,,,591225,1171600
3,2,1411,sqft,0.35,acre,591309,699000
3,1,3960,sqft,0.25,acre,591309,722500
3,1,1000,sqft,9856,sqft,591309,750000
5,2,2300,sqft,3315,sqft,591305,1266000
2,2.5,890,sqft,,,591243,510000
5,3,2820,sqft,7707,sqft,591305,1550000
3,1,1620,sqft,3000,sqft,591340,600000
3,2,1470,sqft,1232,sqft,591225,875000
2,2.5,1088,sqft,0.77,acre,591122,475000
5,2,2160,sqft,7620,sqft,591306,795000
3,3.5,3105,sqft,2557,sqft,591236,2250000
2,2,1200,sqft,1247,sqft,591340,699950
2,2,1240,sqft,583,sqft,591225,710000
3,2.5,1550,sqft,1131,sqft,591254,1065000
7,4,2300,sqft,2920,sqft,591221,1095000
4,3,2466,sqft,6030,sqft,591309,1299000
2,2,1817,sqft,1156,sqft,591243,2100000
4,3,1500,sqft,3360,sqft,591225,1155000
4,2,2380,sqft,4500,sqft,591122,525000
2,2,1524,sqft,6250,sqft,591254,710000
3,2.5,1370,sqft,982,sqft,591243,699500
3,2,1449,sqft,939,sqft,591340,720000
2,2,1140,sqft,1045,sqft,591236,850000
3,2.5,1010,sqft,570,sqft,591107,615000
9,5,3014,sqft,7908,sqft,591122,835000
3,3.5,1450,sqft,1081,sqft,591313,580000
2,2,1248,sqft,912,sqft,591254,890955
4,2,2600,sqft,4224,sqft,591313,1098500
3,2,1328,sqft,839,sqft,591314,929950
1,1,614,sqft,0.37,acre,591313,369950
4,3,2481,sqft,8297,sqft,591313,999000
4,1,1420,sqft,5240,sqft,591313,445000
4,3,2040,sqft,5000,sqft,591313,1410000
3,3,1390,sqft,5000,sqft,591305,1095000
2,3,920,sqft,675,sqft,591225,690000
4,3.5,1835,sqft,1884,sqft,591309,1299950
4,2,1840,sqft,3760,sqft,591305,825000
3,2.5,3020,sqft,7500,sqft,591313,1450000
3,2,2520,sqft,4000,sqft,591309,1050000
4,5,2240,sqft,5624,sqft,591243,965000
3,3.5,1644,sqft,,,591243,820000
3,2.5,1880,sqft,1282,sqft,591221,725000
2,2,995,sqft,5000,sqft,591309,850000
1,1,568,sqft,,,591246,330000
2,3,1226,sqft,,,591221,589990
2,1,730,sqft,6200,sqft,591309,25000000
4,2,1500,sqft,4471,sqft,591237,947000
3,2,2080,sqft,6769,sqft,591302,800000
3,3,1425,sqft,1199,sqft,591131,819950
4,2.5,3840,sqft,1.2,acre,591302,2195000
4,3,2074,sqft,1999,sqft,591106,812500
5,3,3556,sqft,6120,sqft,591106,2250000
1,1,1100,sqft,747,sqft,591131,745000
2,1,730,sqft,5150,sqft,591112,545000
4,2,1170,sqft,9216,sqft,591131,390000
4,3,2240,sqft,8691,sqft,591301,625000
4,2,1750,sqft,6380,sqft,591112,855000
2,2,1695,sqft,,,591302,1150000
5,3,2480,sqft,5100,sqft,591301,1135000
4,2.5,1420,sqft,1800,sqft,591302,760000
2,1,990,sqft,3844,sqft,591120,474000
2,1,1520,sqft,4250,sqft,591120,820000
5,2,2100,sqft,6000,sqft,591120,599950
3,3,1740,sqft,5000,sqft,591131,1010000
2,2,1760,sqft,6150,sqft,591112,750000
2,2,1021,sqft,,,591302,981250
4,3.5,3018,sqft,3600,sqft,591112,1795000
2,1.5,1024,sqft,,,591302,495000
1,1,945,sqft,,,591106,385000
2,1,2380,sqft,6061,sqft,591301,640000
5,5,3810,sqft,0.32,acre,591120,1180000
2,2.5,1048,sqft,834,sqft,591302,899000
3,1.5,1610,sqft,4000,sqft,591120,1106000
1,1,701,sqft,,,591302,315000
4,2.5,2213,sqft,3367,sqft,591131,1075000
2,2,1071,sqft,,,591106,719000
2,1,850,sqft,3056,sqft,591302,813000
3,3,1280,sqft,2600,sqft,591301,900000
3,1,980,sqft,4200,sqft,591106,700000
4,3.5,3840,sqft,0.32,acre,591302,1250000
2,2,1006,sqft,3.32,acre,591106,650000
4,2,1450,sqft,1000,sqft,591301,1185000
4,2,2140,sqft,4947,sqft,591120,960000
4,3,2480,sqft,4000,sqft,591302,1605000
5,2,2420,sqft,4080,sqft,591302,960000
3,4.5,1760,sqft,1008,sqft,591302,1440000
2,2,1170,sqft,588,sqft,591302,624999
3,2,1730,sqft,8421,sqft,591131,910000
1,1,376,sqft,0.23,acre,590014,1000000
1,1,636,sqft,,,591302,450000
3,2,1940,sqft,4850,sqft,591302,895000
4,2.5,3400,sqft,6000,sqft,591112,2100000
3,2,1360,sqft,7680,sqft,591302,830000
2,2,875,sqft,901,sqft,591302,656500
6,2,2230,sqft,5300,sqft,591120,700000
5,2,4190,sqft,8500,sqft,591120,2300000
3,2.5,2220,sqft,3060,sqft,591120,1167500
2,1,830,sqft,1980,sqft,591301,450000
3,2.5,2090,sqft,5000,sqft,591317,820000
3,1,1210,sqft,6000,sqft,591220,795000
2,1,691,sqft,1,acre,591317,998000
3,2.5,1820,sqft,1,acre,591317,690000
4,2.5,3105,sqft,7875,sqft,591222,1040000
4,2,1680,sqft,7840,sqft,591217,517500
3,2,2495,sqft,4000,sqft,591317,1250000
5,3,2450,sqft,4980,sqft,591317,1270000
4,2,2787,sqft,6011,sqft,591217,1207000
5,3.5,3310,sqft,2943,sqft,591311,1637500
2,2,1699,sqft,,,591235,640000
5,4,3180,sqft,3400,sqft,591220,2100000
5,2.5,3350,sqft,8317,sqft,591220,1275000
2,2,1365,sqft,770,sqft,591235,799000
3,3,1660,sqft,7650,sqft,591317,1200000
3,1.5,1880,sqft,6194,sqft,591222,489000
1,1,580,sqft,4657,sqft,591235,395000
3,2,1270,sqft,0.26,acre,591222,590000
3,1,860,sqft,5400,sqft,591235,699000
1,1,580,sqft,,,591220,475000
3,3.5,1840,sqft,1312,sqft,591311,1025000
1,1,615,sqft,,,591220,315000
5,3,2140,sqft,7244,sqft,591311,850000
2,2,1437,sqft,1085,sqft,591311,969950
2,1.5,1390,sqft,746,sqft,591222,759950
2,1.5,870,sqft,938,sqft,591317,700000
5,4.5,2840,sqft,3200,sqft,591317,500000
3,2,2260,sqft,3880,sqft,591317,877000
2,2,886,sqft,1037,sqft,591235,660000
1,1,505,sqft,,,591317,325000
2,1,1048,sqft,0.66,acre,591213,760000
4,2,1800,sqft,7455,sqft,591317,1100000
2,2,1390,sqft,8509,sqft,591317,954500
3,2.5,2600,sqft,8023,sqft,591217,1475000
4,2,2640,sqft,8385,sqft,591222,780000
2,1.5,1020,sqft,1249,sqft,591235,765000
3,3,2630,sqft,3755,sqft,591311,1130000
4,3.5,2910,sqft,4000,sqft,591317,1865000
3,2,1580,sqft,5040,sqft,591317,1000000
2,1,885,sqft,3.54,acre,591317,389000
3,2,2100,sqft,5750,sqft,591220,1325000
4,2,2010,sqft,9612,sqft,591220,1250000
4,2,1480,sqft,6820,sqft,591213,830000
3,2,1560,sqft,2400,sqft,591235,1180000
1,1,889,sqft,,,591311,648888
1,1,664,sqft,,,591311,322000
2,2,804,sqft,5000,sqft,591235,465600
4,2,2080,sqft,3850,sqft,591217,975000
2,1,910,sqft,2000,sqft,591220,800000
3,2.5,1620,sqft,7500,sqft,591317,875100
3,3.5,1970,sqft,1125,sqft,591311,868500
3,2,1720,sqft,6720,sqft,591127,869000
4,2,1545,sqft,4963,sqft,591130,1253000
3,2.5,1710,sqft,4814,sqft,591130,1190000
1,2,1141,sqft,0.41,acre,591114,699950
2,3,1276,sqft,1187,sqft,591123,520000
2,1.5,1978,sqft,5000,sqft,591130,858000
2,1,1060,sqft,8908,sqft,591130,700000
5,3.5,3220,sqft,4640,sqft,591114,820000
4,2,1170,sqft,9594,sqft,591114,530000
3,2,1770,sqft,5100,sqft,591127,660000
2,2,1420,sqft,1232,sqft,591123,690000
4,2.5,2980,sqft,3618,sqft,591114,1445000
4,1.5,1630,sqft,7182,sqft,591130,734950
1,1,743,sqft,,,591114,522250
2,1,680,sqft,8795,sqft,591127,625000
2,1,900,sqft,6030,sqft,591123,409050
1,1,635,sqft,,,591114,380000
5,3.5,3400,sqft,4560,sqft,591127,3340000
3,2,1300,sqft,2250,sqft,591130,735000
2,2,1094,sqft,5250,sqft,591114,675000
3,2.5,1763,sqft,2498,sqft,591123,1125000
2,1,940,sqft,3300,sqft,591123,550000
3,2.5,1820,sqft,1595,sqft,591123,990000
1,1,650,sqft,,,591126,468000
2,2,1200,sqft,1247,sqft,591123,705000
3,2,1939,sqft,0.31,acre,591130,1070000
4,2,1780,sqft,5000,sqft,591123,1181500
3,2,2370,sqft,4400,sqft,591123,1180000
2,2.5,1411,sqft,1201,sqft,591123,830000
2,1,512,sqft,,,591123,312000
4,2.5,2360,sqft,5725,sqft,591130,1750000
3,2,2630,sqft,9702,sqft,591123,1290000
5,3,2700,sqft,5670,sqft,591127,1025000
1,1,605,sqft,,,591114,370000
2,1,767,sqft,,,591123,349950
2,1,1015,sqft,,,591127,650000
2,2,1245,sqft,,,591130,330000
1,1,513,sqft,0.66,acre,591114,315000
1,1,780,sqft,8960,sqft,591114,500000
4,3,2050,sqft,4362,sqft,591130,920000
2,2,1060,sqft,,,591123,650000
2,2,950,sqft,1308,sqft,591110,705000
3,1.5,1870,sqft,9975,sqft,591129,500000
3,2.5,1060,sqft,1124,sqft,591126,765000
3,2.5,1860,sqft,1063,sqft,591117,1025000
3,1.5,1420,sqft,6009,sqft,591126,980000
3,1,1390,sqft,3090,sqft,591111,850000
3,2,1096,sqft,1,acre,591117,874500
3,1,1100,sqft,4120,sqft,591126,468000
3,1,1010,sqft,7100,sqft,591117,475000
3,3.5,1730,sqft,,,591102,975000
2,1.5,1480,sqft,6000,sqft,591126,948800
3,2,1890,sqft,6808,sqft,591119,700000
4,2,2500,sqft,4414,sqft,591110,972500
4,3.5,2840,sqft,4000,sqft,591110,925000
3,2,1608,sqft,1568,sqft,591110,732000
2,2.5,1701,sqft,1827,sqft,591116,1354000
1,1,376,sqft,0.23,acre,591126,1000000
1,2,1250,sqft,5183,sqft,591119,160000
3,2.5,1790,sqft,1600,sqft,591126,1050000
4,2,1670,sqft,7260,sqft,591110,650000
3,2,1640,sqft,5100,sqft,591119,900000
4,4.5,3228,sqft,3600,sqft,591110,2050000
4,2,1720,sqft,4242,sqft,591126,705000
4,2,2060,sqft,8762,sqft,591126,575000
3,2,1840,sqft,3432,sqft,591126,865000
4,3.5,3180,sqft,3375,sqft,591126,2485000
3,3,1760,sqft,8160,sqft,591111,670000
2,1,1350,sqft,6600,sqft,591126,799950
2,2,1403,sqft,,,591111,480000
3,2,1740,sqft,3519,sqft,591117,1310000
3,2,1490,sqft,1050,sqft,591129,900000
3,3,2380,sqft,6172,sqft,591126,1385000
1,1,815,sqft,0.48,acre,591111,465000
4,3.5,2900,sqft,7470,sqft,591126,1337000
5,3,2370,sqft,5292,sqft,591129,800000
4,1,2470,sqft,0.31,acre,591129,770000
4,1,1740,sqft,6000,sqft,591117,925000
1,1,690,sqft,,,591111,290000
5,3.5,2610,sqft,3623,sqft,591117,915000
4,3.5,2015,sqft,1886,sqft,591119,1240000
5,3.5,3880,sqft,6000,sqft,591129,2975000
4,2,2280,sqft,0.25,acre,591119,625000
4,3,2570,sqft,4480,sqft,591121,1555000
5,2,2740,sqft,2850,sqft,591116,1175000
2,2,1469,sqft,1762,sqft,591119,900000
3,2.5,2860,sqft,4500,sqft,591129,1630000
2,2,1479,sqft,,,591119,640000
5,4.5,3370,sqft,5100,sqft,591126,1975000
3,1,1300,sqft,3520,sqft,591129,1000000
2,1,780,sqft,8184,sqft,591126,675000
5,6,6990,sqft,4703,sqft,591126,1880000
2,2.5,867,sqft,1753,sqft,591117,679000
2,2,1217,sqft,,,591129,787950
3,2.5,2120,sqft,5120,sqft,591126,1365000
2,2,1042,sqft,,,591129,639000
2,2,1163,sqft,583,sqft,591126,648800
3,3.5,1580,sqft,,,591119,760000
3,2,1740,sqft,8309,sqft,591117,1070000
4,3,1810,sqft,5850,sqft,591117,1118000
1,1,1186,sqft,,,591110,665000
3,1,1177,sqft,6150,sqft,591111,650000
2,1.5,770,sqft,850,sqft,591126,550000
4,2,1870,sqft,5280,sqft,591129,1040000
1,1,696,sqft,4.27,acre,591119,305000
3,2.5,1380,sqft,1464,sqft,583104,523750
2,1,1650,sqft,6650,sqft,583115,630000
3,2,1640,sqft,5145,sqft,583103,700000
3,3.5,1360,sqft,1248,sqft,583115,700000
3,1,970,sqft,8160,sqft,583116,625000
1,1,490,sqft,,,583102,250000
5,2,2180,sqft,8100,sqft,583117,950000
4,3.5,2970,sqft,3751,sqft,583117,2080000
4,2,2340,sqft,4560,sqft,583101,1800000
3,3,1420,sqft,6037,sqft,583104,950000
3,2.5,1520,sqft,2814,sqft,583101,818000
2,2,1242,sqft,742,sqft,583102,769950
4,3,3410,sqft,7389,sqft,583101,1850000
4,1,1150,sqft,5665,sqft,583101,575000
1,1,691,sqft,,,583103,321000
3,2,1170,sqft,979,sqft,583101,740000
3,2,1360,sqft,8100,sqft,583101,850000
2,2,1200,sqft,1948,sqft,583101,620000
4,2,2680,sqft,6035,sqft,583101,950000
2,1,670,sqft,6300,sqft,583103,510000
1,1,545,sqft,,,583103,350000
3,3.5,1240,sqft,1164,sqft,583101,690000
1,1,700,sqft,,,583101,300000
4,3,2940,sqft,4000,sqft,583152,1250000
2,2,1187,sqft,1093,sqft,583102,750000
4,2,1488,sqft,3920,sqft,583117,750000
3,1,970,sqft,0.28,acre,583117,515000
3,2.5,1681,sqft,3.97,acre,583103,610000
2,2,1144,sqft,4850,sqft,583138,769950
4,3.5,2860,sqft,5880,sqft,583116,1657500
1,1,773,sqft,,,583113,425000
3,2.5,3100,sqft,4120,sqft,583111,2610000
4,3.5,2400,sqft,3060,sqft,583115,1750000
3,2.5,2920,sqft,9918,sqft,583116,985000
2,1,876,sqft,,,583116,550000
5,3,3450,sqft,3920,sqft,583117,1981000
3,2.5,1330,sqft,936,sqft,583113,819999
4,3.5,2440,sqft,7200,sqft,583117,1185000
3,3.5,1580,sqft,1312,sqft,583116,950000
3,2,2299,sqft,6022,sqft,583117,1435000
1,1,594,sqft,,,583103,360000
1,1,475,sqft,,,583113,385000
5,3,2360,sqft,2833,sqft,583117,1240000
4,3,1780,sqft,5005,sqft,583138,1184000
3,2,2250,sqft,8030,sqft,583102,2080000
2,2,1073,sqft,,,583103,429900
5,3,1900,sqft,8160,sqft,583115,895000
5,2.5,3090,sqft,6161,sqft,583102,1600000
5,6.5,6240,sqft,6750,sqft,583113,3122000
1,1,573,sqft,,,583103,310000
2,1,770,sqft,5569,sqft,583117,640000
1,1,820,sqft,0.31,acre,583115,590000
3,2,1622,sqft,1521,sqft,583111,692950
2,1,1210,sqft,2000,sqft,583111,725000
3,1.5,1240,sqft,5000,sqft,583102,850000
3,3,2080,sqft,2486,sqft,583103,762000
2,2,875,sqft,898,sqft,583113,625000
1,1,597,sqft,,,583102,360000
2,2,1370,sqft,,,583138,280000
4,2,2425,sqft,5500,sqft,583117,1295000
4,2.5,1760,sqft,2670,sqft,583102,925000
2,2.5,994,sqft,1388,sqft,583102,670000
1,1,515,sqft,1.31,acre,583103,387000
3,3.5,1660,sqft,1228,sqft,583113,765000
4,2,1730,sqft,7723,sqft,583115,875000
5,3,1790,sqft,0.23,acre,583116,964000
1,1,715,sqft,,,583113,500000
2,2,1470,sqft,1094,sqft,583102,718000
3,2,2440,sqft,2700,sqft,583117,1000000
4,2,2880,sqft,5000,sqft,583115,1485000
3,2,1678,sqft,1191,sqft,583117,1160000
3,2,1400,sqft,1281,sqft,583116,780000
6,4.5,5200,sqft,0.25,acre,583113,3050000
1,1,806,sqft,,,583113,525000
4,3,2311,sqft,6048,sqft,583138,1211000
3,1.5,1060,sqft,6765,sqft,583102,535000
2,1,1150,sqft,7425,sqft,583115,575000
5,3,2580,sqft,4462,sqft,583102,1500000
4,3.5,3240,sqft,5600,sqft,583103,2675000
5,3.5,3710,sqft,5259,sqft,583104,2525000
4,3.5,1632,sqft,0.3,acre,583102,825000
6,7,4641,sqft,5000,sqft,583103,1850000
3,3.5,1846,sqft,2250,sqft,583115,1170000
2,2,1353,sqft,,,583138,770000
3,2,1240,sqft,5400,sqft,583117,705000
2,1,1760,sqft,4264,sqft,583103,550000
2,3,1290,sqft,,,583113,845000
1,1.5,1285,sqft,0.96,acre,583102,1250000
4,2.5,3707,sqft,8100,sqft,583103,2100000
3,2,1120,sqft,5518,sqft,583103,600000
6,5,3300,sqft,6800,sqft,583116,3598950
3,2,2160,sqft,4590,sqft,583115,825000
2,1,1440,sqft,7080,sqft,583115,488000
5,2,2567,sqft,4995,sqft,583138,1550000
3,2,1960,sqft,3300,sqft,583138,865000
3,3.5,1657,sqft,,,583115,847198
5,3,2610,sqft,2550,sqft,583115,1795000
2,2,1213,sqft,,,583102,800000
1,1,777,sqft,4.06,acre,583212,244950
3,3.5,1590,sqft,1314,sqft,583222,899000
2,2,1893,sqft,,,583224,727000
3,1.5,1570,sqft,3880,sqft,583212,975000
4,3,2440,sqft,8556,sqft,583220,1850000
4,4,3463,sqft,4304,sqft,583220,2050000
2,4.5,1840,sqft,1500,sqft,583224,1049000
2,2,1554,sqft,9.2,acre,583212,660000
1,1,567,sqft,,,583212,451000
1,1,665,sqft,,,583212,479425
2,1,950,sqft,4300,sqft,583214,337000
2,2,1371,sqft,5480,sqft,583224,1295000
3,2,2040,sqft,4000,sqft,583212,695000
4,2.5,2780,sqft,8967,sqft,583224,1530000
5,3.5,3410,sqft,5000,sqft,583224,1725000
2,1.5,2280,sqft,4000,sqft,583212,650000
3,2,2100,sqft,7800,sqft,583212,510000
2,2,1101,sqft,1608,sqft,583224,780000
4,3.5,1964,sqft,,,583214,1180000
3,1.5,1030,sqft,6086,sqft,583214,739000
2,2,1042,sqft,1615,sqft,583214,630000
3,3.5,1740,sqft,5000,sqft,583214,1020000
1,2,1302,sqft,,,583212,740000
2,2,905,sqft,,,583224,670000
1,1,460,sqft,8094,sqft,583212,1250000
3,2,1540,sqft,993,sqft,583212,900000
1,1,656,sqft,,,583224,470000
5,2,2800,sqft,6250,sqft,583212,1200000
3,3.5,2480,sqft,5118,sqft,583212,1500000
5,3,2170,sqft,6650,sqft,583224,740000
5,4,2447,sqft,3100,sqft,583212,1500000
3,2,2164,sqft,4000,sqft,583212,800000
2,1,740,sqft,7500,sqft,583212,553500
3,2.5,2080,sqft,5160,sqft,583211,1200000
2,1,1800,sqft,2613,sqft,583201,25000000
2,2,1180,sqft,792,sqft,583132,527000
3,2,2020,sqft,5525,sqft,583132,1625000
3,3.5,1150,sqft,1199,sqft,583223,625000
3,2,1220,sqft,1,acre,583129,824900
2,1,810,sqft,6400,sqft,583211,435000
1,1,696,sqft,0.41,acre,583222,400000
3,3.5,2030,sqft,2500,sqft,583222,1200000
5,3.5,3930,sqft,7650,sqft,583129,1800000
5,2,2920,sqft,7800,sqft,583129,1359000
4,2,1460,sqft,5000,sqft,583223,787500
4,1.5,2770,sqft,3038,sqft,583222,850000
2,2,1523,sqft,,,583223,1425000
3,3.5,1690,sqft,1444,sqft,583222,965000
3,1,1170,sqft,8100,sqft,583222,825000
4,2,2370,sqft,8775,sqft,583129,1125000
1,1,712,sqft,,,583215,620000
2,1,976,sqft,2064,sqft,583239,475000
2,2,1042,sqft,,,583201,610000
2,2,1040,sqft,0.29,acre,583201,685000
1,1,722,sqft,,,583201,452100
2,2,1367,sqft,,,583203,1350000
1,1,733,sqft,,,583201,490000
2,1,970,sqft,,,583201,480000
3,2,1711,sqft,1171,sqft,583132,675500
2,1,860,sqft,8280,sqft,583276,675000
1,1,712,sqft,,,583239,385000
1,1,704,sqft,1,acre,583223,569000
3,2.5,1790,sqft,5761,sqft,583221,590000
3,2,2140,sqft,7200,sqft,583132,918000
4,3,2040,sqft,6348,sqft,583132,940000
3,2,1894,sqft,2340,sqft,583132,697000
4,2.5,2750,sqft,5589,sqft,583132,1680000
4,3.5,2900,sqft,5040,sqft,583223,1600000
2,1,670,sqft,4500,sqft,583239,490000
4,2.5,2190,sqft,4590,sqft,583239,1075000
4,1.5,1810,sqft,9998,sqft,583222,764000
3,3,1440,sqft,5300,sqft,583129,1050000
3,2,2170,sqft,7920,sqft,583132,560000
2,2,993,sqft,0.24,acre,583211,709600
3,3.5,1450,sqft,1020,sqft,583222,835000
4,3.5,2336,sqft,2392,sqft,583223,975000
4,3,2320,sqft,4640,sqft,583132,1472500
3,2,1470,sqft,2226,sqft,583132,600000
1,1,672,sqft,,,583129,485000
3,1.5,990,sqft,4500,sqft,583129,775000
4,3,2110,sqft,7680,sqft,583225,1180000
3,1,1670,sqft,5500,sqft,583222,731000
3,2,2060,sqft,5280,sqft,583221,756110
3,1,1920,sqft,7550,sqft,583222,456000
3,2.5,2910,sqft,5200,sqft,583222,1975000
2,1.5,912,sqft,1,acre,583220,819980
1,1,645,sqft,,,583220,305000
2,2.5,1160,sqft,1332,sqft,583216,850000
3,1,2280,sqft,6900,sqft,583217,1005000
3,2.5,1515,sqft,1563,sqft,583217,905000
